GeneID	Length	#Reads	EC#	RPKM	Eukaryota	Archaea	Bacteria	Bacteroidetes	Actinobacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteria	Alphaproteobacteria	Firmicutes	Bacilli	Clostridia	Lachnospiraceae	Eubacteriaceae	Ruminococcaceae	Clostridiaceae	Oscillospiraceae	Other
gi|224485595|ref|NZ_EQ973381.1|:840-1637|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R5UY19|UniRef50_R7HMB1	798	1	0.0.0.0	51.6032297842283	0	0	0	51.6032297842283	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485581|ref|NZ_EQ973367.1|:c14584-13787|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6KBP3|UniRef50_Q64TY4	798	1	0.0.0.0	51.6032297842283	0	0	0	51.6032297842283	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485580|ref|NZ_EQ973366.1|:c30250-29453|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_D6CXM8|UniRef50_F4KXT8	798	2	3.4.11.18	103.206459568457	0	0	0	103.206459568457	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485578|ref|NZ_EQ973364.1|:261913-262704|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6JM30|UniRef50_R6SYI9	792	6	0.0.0.0	311.964980059198	0	0	0	311.964980059198	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485575|ref|NZ_EQ973361.1|:c265365-264496|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6RPT0|UniRef50_Q11YY5	870	1	1.17.1.2	47.3326176641543	0	0	0	47.3326176641543	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485575|ref|NZ_EQ973361.1|:c378030-377161|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_unknown|UniRef50_R7NMU8	870	2	0.0.0.0	94.6652353283085	0	0	0	94.6652353283085	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485580|ref|NZ_EQ973366.1|:c59112-58231|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_Q8A461|UniRef50_F3ZRK2	882	3	0.0.0.0	140.065909414334	0	0	0	140.065909414334	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485578|ref|NZ_EQ973364.1|:2165-3046|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_Q8A136|UniRef50_B3ETC6	882	1	0.0.0.0	46.6886364714447	0	0	0	46.6886364714447	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485573|ref|NZ_EQ973359.1|:373284-374123|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6RT52|UniRef50_R7KY15	840	1	0.0.0.0	49.0230682950169	0	0	0	49.0230682950169	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485572|ref|NZ_EQ973358.1|:167554-168411|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_U2BS35|UniRef50_R5CD91	858	1	0.0.0.0	47.9946123167998	0	0	0	47.9946123167998	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485583|ref|NZ_EQ973369.1|:125787-126647|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R5CBU0|UniRef50_R5SPN7	861	3	0.0.0.0	143.482151107367	0	0	0	143.482151107367	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485573|ref|NZ_EQ973359.1|:c35386-34529|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6JLG6|UniRef50_R7KLR4	858	1	0.0.0.0	47.9946123167998	0	0	0	47.9946123167998	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485575|ref|NZ_EQ973361.1|:254577-255428|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_D6D8N4|UniRef50_R6Z2A5	852	1	0.0.0.0	48.3326025443829	0	0	0	48.3326025443829	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485575|ref|NZ_EQ973361.1|:c9840-9145|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_Q64SA2|UniRef50_R6G5V7	696	1	0.0.0.0	59.1657720801928	0	0	0	59.1657720801928	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485580|ref|NZ_EQ973366.1|:c54746-54048|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_Q8A466|UniRef50_A1SEI7	699	1	0.0.0.0	58.9118417279173	0	0	0	58.9118417279173	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485580|ref|NZ_EQ973366.1|:c86939-86256|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6JAK8|UniRef50_D6D8P2	684	3	0.0.0.0	180.611304244799	0	0	0	180.611304244799	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485584|ref|NZ_EQ973370.1|:75870-76553|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6JG02|UniRef50_R6AE92	684	1	0.0.0.0	60.2037680815997	0	0	0	60.2037680815997	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485581|ref|NZ_EQ973367.1|:65584-66294|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6JKM2|UniRef50_D4IQN7	711	1	0.0.0.0	57.9175490405263	0	0	0	57.9175490405263	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485575|ref|NZ_EQ973361.1|:112085-112786|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_Q9AE24|UniRef50_Q9AE24	702	6	0.0.0.0	351.960490323198	0	0	0	351.960490323198	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485570|ref|NZ_EQ973356.1|:255988-256689|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_E1WT29|UniRef50_E1WT29	702	1	0.0.0.0	58.660081720533	0	0	0	58.660081720533	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485577|ref|NZ_EQ973363.1|:193265-193969|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6D7K3|UniRef50_R5JQC1	705	2	0.0.0.0	116.820928703019	0	0	0	116.820928703019	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485569|ref|NZ_EQ973355.1|:c748457-747777|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6SDV6|UniRef50_R6W409	681	2	0.0.0.0	120.937965837927	0	0	0	120.937965837927	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485572|ref|NZ_EQ973358.1|:c503605-502937|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6D686|UniRef50_R6D686	669	1	0.0.0.0	61.5536283524876	0	0	0	61.5536283524876	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485569|ref|NZ_EQ973355.1|:c108027-107356|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6KA07|UniRef50_Q8A4U3	672	1	0.0.0.0	61.2788353687711	0	0	0	61.2788353687711	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485585|ref|NZ_EQ973371.1|:c82881-82207|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6KK61|UniRef50_R6KK61	675	1	0.0.0.0	61.0064849893544	0	0	0	61.0064849893544	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485576|ref|NZ_EQ973362.1|:c173860-173096|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6RWZ9|UniRef50_R5J124	765	1	3.6.1.54	53.829251461195	0	0	0	53.829251461195	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485569|ref|NZ_EQ973355.1|:c426349-425624|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_D4VQZ1|UniRef50_Q8A7G8	726	1	0.0.0.0	56.7209054653088	0	0	0	56.7209054653088	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485575|ref|NZ_EQ973361.1|:268021-268737|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6J3Y8|UniRef50_E4T663	717	1	0.0.0.0	57.4328833581788	0	0	0	57.4328833581788	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485573|ref|NZ_EQ973359.1|:438646-439362|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_D6D7G9|UniRef50_Q8A8H3	717	1	0.0.0.0	57.4328833581788	0	0	0	57.4328833581788	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485570|ref|NZ_EQ973356.1|:392249-392971|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6JAG6|UniRef50_Q89YL2	723	3	0.0.0.0	170.868785758565	0	0	0	170.868785758565	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485581|ref|NZ_EQ973367.1|:c56694-55972|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6JD70|UniRef50_Q8A7R7	723	1	0.0.0.0	56.9562619195217	0	0	0	56.9562619195217	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485615|ref|NZ_EQ973401.1|:c738-1|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_C3Q527|UniRef50_R9HNU4	738	1	0.0.0.0	55.7986143195314	0	0	0	55.7986143195314	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485577|ref|NZ_EQ973363.1|:269322-270056|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_Q8AA38|UniRef50_Q8AA38	735	1	0.0.0.0	56.0263637657336	0	0	0	56.0263637657336	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485573|ref|NZ_EQ973359.1|:c166436-165702|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_E5C5L3|UniRef50_R6E3E8	735	1	0.0.0.0	56.0263637657336	0	0	0	56.0263637657336	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485575|ref|NZ_EQ973361.1|:428674-428880|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_C3QXB9|UniRef50_C3QXB9	207	1	0.0.0.0	198.934190182677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3381.88123310551
gi|224485575|ref|NZ_EQ973361.1|:c447581-447396|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_C3QXE0|UniRef50_C3QXE0	186	1	0.0.0.0	221.394501977496	0	0	0	221.394501977496	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485600|ref|NZ_EQ973386.1|:c1730-1539|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_C3R447|UniRef50_C3R447	192	3	0.0.0.0	643.427771372097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10938.2721133256
gi|224485569|ref|NZ_EQ973355.1|:c46518-46264|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_unknown|UniRef50_R6JNJ7	255	1	0.0.0.0	161.487754383585	0	0	0	161.487754383585	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485572|ref|NZ_EQ973358.1|:c242041-241778|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_Q5LGR6|UniRef50_C1A930	264	1	0.0.0.0	155.982490029599	0	0	0	155.982490029599	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485576|ref|NZ_EQ973362.1|:38769-39035|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6K6E0|UniRef50_R7KIV5	267	1	0.0.0.0	154.229877782076	0	0	0	154.229877782076	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485577|ref|NZ_EQ973363.1|:c273236-272970|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6JFG3|UniRef50_R6DBM1	267	1	0.0.0.0	154.229877782076	0	0	0	154.229877782076	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485575|ref|NZ_EQ973361.1|:c424570-424304|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_A7LUF1|UniRef50_A7LUF1	267	1	0.0.0.0	154.229877782076	0	0	0	154.229877782076	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485585|ref|NZ_EQ973371.1|:c41596-41339|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_Q8A9V0|UniRef50_Q8A9V0	258	1	0.0.0.0	159.609989797729	0	0	0	159.609989797729	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485569|ref|NZ_EQ973355.1|:c768741-768484|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_unknown|UniRef50_R5UWC6	258	2	0.0.0.0	319.219979595459	0	0	0	319.219979595459	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485580|ref|NZ_EQ973366.1|:104091-104318|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_C3R0I9|UniRef50_C3R0I9	228	2	0.0.0.0	361.222608489598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6140.78434432317
gi|224485578|ref|NZ_EQ973364.1|:c7173-6928|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_D6D678|UniRef50_E6ST97	246	1	0.0.0.0	167.395842958594	0	0	0	167.395842958594	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485572|ref|NZ_EQ973358.1|:c315006-314773|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_C3QSS9|UniRef50_C3QSS9	234	1	0.0.0.0	175.980245161599	0	0	0	175.980245161599	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485570|ref|NZ_EQ973356.1|:c569208-569077|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_C3QQH6|UniRef50_C3QQH6	132	1	0.0.0.0	311.964980059198	0	0	0	311.964980059198	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485569|ref|NZ_EQ973355.1|:c300294-300169|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_C3QN08|UniRef50_C3QN08	126	1	0.0.0.0	326.820455300113	0	0	0	326.820455300113	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485569|ref|NZ_EQ973355.1|:c242842-242702|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_C3QMV5|UniRef50_C3QMV5	141	1	0.0.0.0	292.052321757548	0	0	0	292.052321757548	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485586|ref|NZ_EQ973372.1|:c46916-46746|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_W4P8F0|UniRef50_R5GEK0	171	1	0.0.0.0	240.815072326399	0	0	0	240.815072326399	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485572|ref|NZ_EQ973358.1|:459850-460017|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_C3QT62|UniRef50_E2NLK8	168	11	0.0.0.0	2696.26875622593	0	0	0	2696.26875622593	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485572|ref|NZ_EQ973358.1|:290649-290810|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_C3QSR1|UniRef50_A7M4W2	162	1	0.0.0.0	254.193687455643	0	0	0	254.193687455643	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485570|ref|NZ_EQ973356.1|:633973-634137|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_C3QQN4|UniRef50_J9CGI7	165	2	0.0.0.0	499.143968094718	0	0	0	499.143968094718	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485570|ref|NZ_EQ973356.1|:c6663-6487|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_C3QP50|UniRef50_C3QP50	177	140	0.0.0.0	32571.2589349943	0	0	0	31873.3033863873	0	0	0	0	0	0	0	0	0	0	0	0	0	11865.2443263193
gi|224485572|ref|NZ_EQ973358.1|:500240-500416|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_D6D2B8|UniRef50_D5BI23	177	1	0.0.0.0	232.651849535673	0	0	0	232.651849535673	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485569|ref|NZ_EQ973355.1|:c292615-292466|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_C3QN01|UniRef50_C3QN01	150	1	0.0.0.0	274.529182452095	0	0	0	274.529182452095	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485572|ref|NZ_EQ973358.1|:556513-556659|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_unknown|UniRef50_D4VNM9	147	3	0.0.0.0	840.395456486004	0	0	0	840.395456486004	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485577|ref|NZ_EQ973363.1|:167386-167790|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_C3QYN3|UniRef50_F2KQE8	405	1	0.0.0.0	101.677474982257	0	0	0	101.677474982257	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485574|ref|NZ_EQ973360.1|:473185-473580|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6JBI1|UniRef50_R6S6Z9	396	1	0.0.0.0	103.988326686399	0	0	0	103.988326686399	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485580|ref|NZ_EQ973366.1|:c44149-43739|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_A6KYJ9|UniRef50_C3P9Q0	411	1	0.0.0.0	100.193132281786	0	0	0	100.193132281786	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485569|ref|NZ_EQ973355.1|:363356-363805|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6JDC5|UniRef50_T2KP92	450	1	0.0.0.0	91.5097274840316	0	0	0	91.5097274840316	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485570|ref|NZ_EQ973356.1|:c252819-252367|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_Q8ABD1|UniRef50_Q7MWT5	453	1	0.0.0.0	90.9037027987069	0	0	0	90.9037027987069	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485571|ref|NZ_EQ973357.1|:207041-207505|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_D6CYB8|UniRef50_D6CYB8	465	1	0.0.0.0	88.5578007909983	0	0	0	88.5578007909983	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485570|ref|NZ_EQ973356.1|:198943-199407|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_Q8AB92|UniRef50_E6SPB6	465	1	0.0.0.0	88.5578007909983	0	0	0	88.5578007909983	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485577|ref|NZ_EQ973363.1|:c190251-189823|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6JP38|UniRef50_I3YI58	429	27	0.0.0.0	2591.70906510719	0	0	0	2591.70906510719	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485578|ref|NZ_EQ973364.1|:118114-118557|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_D4VHK7|UniRef50_R6CJA9	444	1	0.0.0.0	92.746345423005	0	0	0	92.746345423005	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485569|ref|NZ_EQ973355.1|:c50020-49721|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_D6CXG8|UniRef50_I2EVS8	300	12	0.0.0.0	1647.17509471257	0	0	0	1647.17509471257	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485577|ref|NZ_EQ973363.1|:263324-263623|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6JFH2|UniRef50_A6LAD5	300	1	0.0.0.0	137.264591226047	0	0	0	137.264591226047	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485570|ref|NZ_EQ973356.1|:c7224-6874|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_Q5LEQ3|UniRef50_Q6ADC9	351	1	0.0.0.0	117.320163441066	0	0	0	117.320163441066	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485589|ref|NZ_EQ973375.1|:56448-56792|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_C3R3D1|UniRef50_C3R3D1	345	1	0.0.0.0	119.360514109606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2029.12873986331
gi|224485577|ref|NZ_EQ973363.1|:c107577-107212|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_D6D4I7|UniRef50_R5NSA6	366	1	0.0.0.0	112.51196002135	0	0	0	112.51196002135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485577|ref|NZ_EQ973363.1|:263634-263996|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6D9Q3|UniRef50_Q64NX2	363	1	0.0.0.0	113.441810930618	0	0	0	113.441810930618	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485570|ref|NZ_EQ973356.1|:c617178-616855|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_D6D2L5|UniRef50_R7P9X4	324	1	0.0.0.0	127.096843727822	0	0	0	127.096843727822	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485576|ref|NZ_EQ973362.1|:c291650-291321|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6JRK2|UniRef50_E4T1K5	330	1	0.0.0.0	124.785992023679	0	0	0	124.785992023679	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485572|ref|NZ_EQ973358.1|:61348-63063|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6JFP2|UniRef50_R5LVG1	1716	1	0.0.0.0	23.9973061583999	0	0	0	23.9973061583999	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485571|ref|NZ_EQ973357.1|:130415-132109|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6JPW2|UniRef50_R7DFS4	1695	3	0.0.0.0	72.8838537483437	0	0	0	72.8838537483437	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485581|ref|NZ_EQ973367.1|:153019-154713|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_unknown|UniRef50_P0CJ82	1695	1	0.0.0.0	24.2946179161146	0	0	0	24.2946179161146	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485581|ref|NZ_EQ973367.1|:70675-72372|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_D6D5W6|UniRef50_H8KR93	1698	1	0.0.0.0	24.2516945629059	0	0	0	24.2516945629059	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485572|ref|NZ_EQ973358.1|:c219495-217747|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_D6D1P3|UniRef50_R6ADV9	1749	1	0.0.0.0	23.5445267969206	0	0	0	23.5445267969206	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485579|ref|NZ_EQ973365.1|:223624-225357|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_D6CXY6|UniRef50_R5JTT3	1734	1	0.0.0.0	23.7481991740566	0	0	0	23.7481991740566	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485575|ref|NZ_EQ973361.1|:c257286-255631|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_I9IJN0|UniRef50_A6KYK1	1656	1	0.0.0.0	24.8667737728347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422.735154138189
gi|224485606|ref|NZ_EQ973392.1|:86-1753|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_unknown|UniRef50_unknown	1668	1	0.0.0.0	24.6878761197927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419.693894036476
gi|224485569|ref|NZ_EQ973355.1|:c285416-283548|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_unknown|UniRef50_R6LKZ7	1869	1	0.0.0.0	22.0328396831537	0	0	0	22.0328396831537	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485587|ref|NZ_EQ973373.1|:c61278-59401|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6JIB3|UniRef50_R6D576	1878	1	0.0.0.0	21.9272509945762	0	0	0	21.9272509945762	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485572|ref|NZ_EQ973358.1|:440953-442803|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6J2X3|UniRef50_F4C933	1851	4	0.0.0.0	88.9883897737746	0	0	0	88.9883897737746	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485577|ref|NZ_EQ973363.1|:c217633-215780|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_Q8AA76|UniRef50_Q5LC41	1854	1	0.0.0.0	22.2110989038911	0	0	0	22.2110989038911	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485570|ref|NZ_EQ973356.1|:555514-557439|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_unknown|UniRef50_R6J802	1926	1	0.0.0.0	21.3807774495401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363.473216642181
gi|224485572|ref|NZ_EQ973358.1|:312878-314776|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6JM77|UniRef50_Q64XH5	1899	1	2.7.13.3	21.684769545979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368.641082281644
gi|224485587|ref|NZ_EQ973373.1|:c63201-61294|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6J8K6|UniRef50_R6L9M1	1908	2	0.0.0.0	43.1649657943545	0	0	0	43.1649657943545	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485575|ref|NZ_EQ973361.1|:209438-211339|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_unknown|UniRef50_unknown	1902	1	5.4.99.2	21.6505664394396	0	0	0	21.6505664394396	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485572|ref|NZ_EQ973358.1|:c188302-186533|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6JI94|UniRef50_R6JI94	1770	1	0.0.0.0	23.2651849535673	0	0	0	23.2651849535673	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485573|ref|NZ_EQ973359.1|:c16487-14658|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_R6DGE3|UniRef50_F3ZQ79	1830	1	0.0.0.0	22.5023920042701	0	0	0	22.5023920042701	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|224485572|ref|NZ_EQ973358.1|:301252-303054|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_unknown|UniRef50_E4T141	1803	3	0.0.0.0	68.5180987817208	0	0	0	68.5180987817208	0	0	0	0	0	0	0	0	0	0	0	0	0	0
